species,binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,diel
Leucosarcia_melanoleuca,Leucosarcia melanoleuca,Chordata,Aves,Columbiformes,Columbidae,Leucosarcia,Wonga pigeon,NA,NA,NA,NA,NA,NA,16.3,195.6,1.695,445,acceptable,429,195.6,415,NA,2.49676,195.6,NA
Leucosticte_atrata,Leucosticte atrata,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,Black rosy-finch,NA,NA,NA,NA,365,365,8.6,103.2,NA,NA,acceptable,24,103.2,NA,NA,NA,103.2,NA
Leucosticte_australis,Leucosticte australis,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,Brown-capped rosy finch,NA,NA,NA,NA,363,NA,5.9,70.8,NA,NA,acceptable,26.6,70.8,NA,NA,NA,70.8,NA
Leucosticte_tephrocotis,Leucosticte tephrocotis,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,Gray-crowned rosy-finch,NA,NA,NA,NA,365,365,6.6,79.2,NA,NA,acceptable,35.7,79.2,NA,NA,NA,79.2,NA
Leuresthes_tenuis,Leuresthes tenuis,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Leuresthes,California grunion,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,NA,96,NA,NA,NA,96,NA
Liasis_fuscus,Liasis fuscus,Chordata,Reptilia,Squamata,Pythonidae,Liasis,Brown water python,NA,NA,NA,NA,NA,NA,26.8,321.6,NA,NA,acceptable,10592,321.6,1306.9,0.104350057,NA,321.6,NOC
Liasis_mackloti,Liasis mackloti,Chordata,Reptilia,Squamata,Pythonidae,Liasis,Macklot's python,NA,NA,NA,NA,NA,NA,17.4,208.8,NA,NA,acceptable,NA,208.8,NA,NA,NA,208.8,NA
Lichanura_trivirgata,Lichanura trivirgata,Chordata,Reptilia,Squamata,Charinidae,Lichanura,Rosy boa,NA,NA,NA,NA,NA,NA,31,372,NA,NA,acceptable,450,372,NA,NA,NA,372,NA
Lichenostomus_chrysops,Lichenostomus chrysops,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Yellow-faced honeyeater,NA,NA,NA,NA,NA,NA,12.6,151.2,NA,NA,acceptable,NA,NA,16.25,NA,0.74592,151.2,NA
Lichenostomus_cratitius,Lichenostomus cratitius,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Purple-gaped honeyeater,NA,NA,NA,NA,NA,NA,13.7,164.4,NA,NA,acceptable,NA,NA,20,NA,0.95312,164.4,NA
Lichenostomus_flavescens,Lichenostomus flavescens,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Yellow-tinted honeyeater,NA,NA,NA,NA,NA,NA,6.5,78,NA,NA,acceptable,NA,NA,13.8,NA,0.53872,78,NA
Lichenostomus_fuscus,Lichenostomus fuscus,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Fuscous honeyeater,NA,NA,NA,NA,NA,NA,17.6,211.2,NA,NA,acceptable,NA,NA,17.2,NA,0.75628,211.2,NA
Lichenostomus_leucotis,Lichenostomus leucotis,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,White-eared honeyeater,NA,NA,NA,NA,NA,NA,12.8,153.6,NA,NA,acceptable,NA,NA,22.4,NA,0.92204,153.6,NA
Lichenostomus_melanops,Lichenostomus melanops,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Yellow-tufted honeyeater,NA,NA,NA,NA,NA,NA,15.3,183.6,NA,NA,acceptable,NA,NA,26.7,NA,0.95312,183.6,NA
Lichenostomus_ornatus,Lichenostomus ornatus,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Yellow-plumed honeyeater,NA,NA,NA,NA,NA,NA,9.1,109.2,NA,NA,acceptable,NA,NA,17,NA,0.777,109.2,NA
Lichenostomus_penicillatus,Lichenostomus penicillatus,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,White-plumed honeyeater,NA,NA,NA,NA,NA,NA,15.9,190.8,NA,NA,acceptable,NA,NA,17.7,NA,0.85988,190.8,NA
Lichenostomus_unicolor,Lichenostomus unicolor,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,White-gaped honeyeater,NA,NA,NA,NA,NA,NA,12.2,146.4,NA,NA,acceptable,NA,NA,31,NA,0.84952,146.4,NA
Lichenostomus_virescens,Lichenostomus virescens,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Singing honeyeater,NA,NA,NA,NA,NA,NA,10.5,126,NA,NA,acceptable,NA,NA,23,NA,NA,126,NA
Lichmera_indistincta,Lichmera indistincta,Chordata,Aves,Passeriformes,Meliphagidae,Lichmera,Brown honeyeater,NA,NA,NA,NA,NA,NA,13.2,158.4,NA,NA,acceptable,NA,NA,10.2,NA,NA,158.4,NA
Limanda_aspera,Limanda aspera,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,Yellowfin sole,NA,NA,NA,NA,3102,1642,26,312,NA,NA,acceptable,233.75,312,NA,NA,NA,312,NA
Limanda_ferruginea,Limanda ferruginea,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,Yellowtail flounder,NA,NA,NA,NA,1718,1334,12,144,NA,NA,acceptable,825,144,NA,NA,NA,144,NA
Limicola_falcinellus,Limicola falcinellus,Chordata,Aves,Charadriiformes,Scolopacidae,Limicola,Broad-billed sandpiper,NA,NA,NA,NA,NA,NA,11.6,139.2,NA,NA,acceptable,37.1,81.6,40,NA,0.74592,139.2,NA
Limnodromus_griseus,Limnodromus griseus,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Short-billed dowitcher,NA,NA,NA,NA,365,365,13.3,159.6,NA,NA,acceptable,105,159.6,NA,NA,NA,159.6,NA
Limnodromus_scolopaceus,Limnodromus scolopaceus,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Long-billed dowitcher,NA,NA,NA,NA,365,365,13.2,158.4,NA,NA,acceptable,130,158.4,NA,NA,NA,158.4,NA
Limnothlypis_swainsonii,Limnothlypis swainsonii,Chordata,Aves,Passeriformes,Parulidae,Limnothlypis,Swainson's warbler,NA,NA,NA,NA,365,365,9.9,118.8,NA,NA,acceptable,13.5,118.8,NA,NA,NA,118.8,NA
Limosa_fedoa,Limosa fedoa,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Marbled godwit,NA,NA,NA,NA,1095,1095,13.7,164.4,NA,NA,acceptable,336,164.4,NA,NA,NA,164.4,NA
Limosa_lapponica,Limosa lapponica,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Bar-tailed godwit,NA,NA,NA,NA,730,730,34,408,NA,NA,acceptable,322,408,324.8,NA,2.86972,408,NA
Limosa_limosa,Limosa limosa,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,Black-tailed godwit,NA,NA,NA,NA,730,730,23.6,283.2,NA,NA,acceptable,294,283.2,NA,NA,NA,283.2,NA
Linaria_cannabina,Linaria cannabina,Chordata,Aves,Passeriformes,Fringillidae,Linaria,Eurasian linnet,NA,NA,NA,NA,365,365,9.4,112.8,NA,NA,acceptable,19.5,112.8,NA,NA,NA,112.8,NA
Linaria_flavirostris,Linaria flavirostris,Chordata,Aves,Passeriformes,Fringillidae,Linaria,Twite,NA,NA,NA,NA,365,365,6.1,73.2,NA,NA,acceptable,15.4,73.2,NA,NA,NA,73.2,NA
Lipophrys_pholis,Lipophrys pholis,Chordata,Actinopterygii,Perciformes,Blenniidae,Lipophrys,Shanny,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,NA,120,NA,NA,NA,120,NA
Lissemys_punctata,Lissemys punctata,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,Indian flapshell turtle,NA,NA,NA,NA,NA,NA,17.8,213.6,NA,NA,acceptable,1444.5,213.6,NA,NA,NA,213.6,NA
Lissotriton_boscai,Lissotriton boscai,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,Bosca's newt,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,1.77,96,NA,NA,NA,96,NA
Lissotriton_vulgaris,Lissotriton vulgaris,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,Smooth newt,NA,NA,NA,NA,1095,730,20,240,NA,NA,acceptable,3.1,240,NA,NA,NA,240,NA
Lithobates_catesbeianus,Lithobates catesbeianus,Chordata,Amphibia,Anura,Ranidae,Lithobates,American bullfrog,NA,NA,NA,NA,1277,730,16,192,0.0134,51.2,acceptable,54.4,192,NA,NA,NA,192,NA
Lithobates_clamitans,Lithobates clamitans,Chordata,Amphibia,Anura,Ranidae,Lithobates,Green frog,NA,NA,NA,NA,730,730,10,120,NA,NA,acceptable,47.9,120,NA,NA,NA,120,NA
Lithobates_pipiens,Lithobates pipiens,Chordata,Amphibia,Anura,Ranidae,Lithobates,Northern leopard frog,NA,NA,NA,NA,730,365,9,108,0.00576,21.6,acceptable,29.0222,108,NA,NA,NA,108,NA
Lithobates_septentrionalis,Lithobates septentrionalis,Chordata,Amphibia,Anura,Ranidae,Lithobates,Mink frog,NA,NA,NA,NA,730,547,6,72,NA,NA,acceptable,25.9,72,NA,NA,NA,72,NA
Lithobates_virgatipes,Lithobates virgatipes,Chordata,Amphibia,Anura,Ranidae,Lithobates,Carpenter frog,NA,NA,NA,NA,NA,730,6.2,74.4,NA,NA,acceptable,NA,74.4,NA,NA,NA,74.4,NA
Lithognathus_aureti,Lithognathus aureti,Chordata,Actinopterygii,Perciformes,Sparidae,Lithognathus,West coast seabream,NA,NA,NA,NA,3084,1971,50,600,NA,NA,acceptable,10615,600,NA,NA,NA,600,NA
Litocranius_walleri,Litocranius walleri,Chordata,Mammalia,Artiodactyla,Bovidae,Litocranius,Gerenuk,38804.37,NA,156,841.82,359,NA,17.3,207.6,NA,NA,acceptable,43500,207.6,NA,NA,NA,181.8,NA
Litoria_caerulea,Litoria caerulea,Chordata,Amphibia,Anura,Hylidae,Litoria,Australian green treefrog,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,NA,240,NA,NA,NA,240,DIU
Liza_ramado,Liza ramado,Chordata,Teleostei,Mugiliformes,Mugilidae,Liza,Thinlip mullet,NA,NA,NA,NA,1277,1277,10,120,NA,NA,acceptable,1595,120,NA,NA,NA,120,NA
Locustella_fluviatilis,Locustella fluviatilis,Chordata,Aves,Passeriformes,Locustellidae,Locustella,River warbler,NA,NA,NA,NA,NA,NA,6.9,82.8,NA,NA,acceptable,16.1,82.8,NA,NA,NA,82.8,NA
Locustella_luscinioides,Locustella luscinioides,Chordata,Aves,Passeriformes,Locustellidae,Locustella,Savi's warbler,NA,NA,NA,NA,365,365,9.8,117.6,NA,NA,acceptable,13.9,117.6,NA,NA,NA,117.6,NA
Locustella_naevia,Locustella naevia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,Common grasshopper-warbler,NA,NA,NA,NA,365,365,5.9,70.8,NA,NA,acceptable,13.3,70.8,NA,NA,NA,70.8,NA
Lonchura_striata,Lonchura striata,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,White-rumped munia,NA,NA,NA,NA,NA,NA,10,120,0.21538,10.3,acceptable,12.3,120,NA,NA,NA,120,DIU
Lontra_canadensis,Lontra canadensis,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,Northern river otter,8087.42,NA,300,729.99,730,730,27,324,NA,NA,acceptable,9000,324,NA,NA,NA,312,NA
Lophiomys_imhausi,Lophiomys imhausi,Chordata,Mammalia,Rodentia,Cricetidae,Lophiomys,Crested rat,755,NA,90,NA,NA,NA,7.5,90,NA,NA,acceptable,755,90,NA,NA,NA,90,NA
Lophius_americanus,Lophius americanus,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,Goosefish,NA,NA,NA,NA,NA,NA,30,360,NA,NA,acceptable,12430,360,NA,NA,NA,360,NA
Lophius_budegassa,Lophius budegassa,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,Black-bellied angler,NA,NA,NA,NA,1460,1460,21,252,NA,NA,acceptable,NA,252,NA,NA,NA,252,NA
Lophius_piscatorius,Lophius piscatorius,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,Anglerfish,NA,NA,NA,NA,1642,1642,24,288,NA,NA,acceptable,31735,288,NA,NA,NA,288,NA
Lophius_vomerinus,Lophius vomerinus,Chordata,Teleostei,Lophiiformes,Lophiidae,Lophius,Cape monk,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,NA,132,NA,NA,NA,132,NA
Lophocebus_albigena,Lophocebus albigena,Chordata,Mammalia,Primates,Cercopithecidae,Lophocebus,Gray-cheeked mangabey,7418.71,NA,392.4,2525.48,1460,NA,36,432,NA,NA,acceptable,9317.5,432,NA,NA,NA,412.2,NA
Lophodytes_cucullatus,Lophodytes cucullatus,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,Hooded merganser,NA,NA,NA,NA,730,730,15.7,188.4,NA,NA,acceptable,634.375,188.4,NA,NA,NA,188.4,NA
Lophoictinia_isura,Lophoictinia isura,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,Square-tailed kite,NA,NA,NA,NA,NA,NA,17,204,NA,NA,acceptable,585.5,204,567.5,NA,6.734,204,NA
Lopholatilus_chamaeleonticeps,Lopholatilus chamaeleonticeps,Chordata,Actinopterygii,Perciformes,Malacanthidae,Lopholatilus,Blue tilefish,NA,NA,NA,NA,1825,1825,35,420,NA,NA,acceptable,16500,420,NA,NA,NA,420,NA
Lophophanes_cristatus,Lophophanes cristatus,Chordata,Aves,Passeriformes,Paridae,Lophophanes,Crested tit,NA,NA,NA,NA,365,365,11.6,139.2,NA,NA,acceptable,11.1,139.2,NA,NA,NA,139.2,NA
Loriculus_galgulus,Loriculus galgulus,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,Blue-crowned hanging parrot,NA,NA,NA,NA,NA,NA,14.3,171.6,NA,NA,acceptable,28,171.6,27,0.516666667,NA,171.6,NA
Loriculus_philippensis,Loriculus philippensis,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,Colasisi,NA,NA,NA,NA,NA,NA,10.1,121.2,NA,NA,acceptable,34.9,121.2,NA,NA,NA,121.2,NA
Loriculus_vernalis,Loriculus vernalis,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,Vernal hanging parrot,NA,NA,NA,NA,NA,NA,10.1,121.2,NA,NA,acceptable,35.7,121.2,NA,NA,NA,121.2,NA
Loris_tardigradus,Loris tardigradus,Chordata,Mammalia,Primates,Lorisidae,Loris,"Red slender loris, or Slender loris",249.22,128,196.8,350.76,380,365,21.6,259.2,0.714,284,acceptable,238.2,259.2,322,NA,6.3,228,NA
Lorius_domicella,Lorius domicella,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,Purple-naped lory,NA,NA,NA,NA,NA,NA,26,312,NA,NA,acceptable,182,312,NA,NA,NA,312,NA
Lorius_garrulus,Lorius garrulus,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,Chattering lory,NA,NA,NA,NA,NA,NA,26.6,319.2,NA,NA,acceptable,143,319.2,NA,NA,NA,319.2,NA
Lorius_lory,Lorius lory,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,Black-capped lory,NA,NA,NA,NA,NA,NA,18.5,222,NA,NA,acceptable,177,222,NA,NA,NA,222,NA
Lota_lota,Lota lota,Chordata,Teleostei,Gadiformes,Gadidae,Lota,Burbot,NA,NA,NA,NA,1460,1095,20,240,NA,NA,acceptable,18700,240,NA,NA,NA,240,NA
Loxia_curvirostra,Loxia curvirostra,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Red crossbill,NA,NA,NA,NA,365,365,16.1,193.2,0.607,39.4,acceptable,39.5,193.2,NA,NA,NA,193.2,DIU
Loxigilla_portoricensis,Loxigilla portoricensis,Chordata,Aves,Passeriformes,Thraupidae,Loxigilla,Puerto rican bullfinch,NA,NA,NA,NA,NA,NA,15.6,187.2,NA,NA,acceptable,32.1,187.2,NA,NA,NA,187.2,NA
Loxioides_bailleui,Loxioides bailleui,Chordata,Aves,Passeriformes,Fringillidae,Loxioides,Palila,NA,NA,NA,NA,365,730,13,156,NA,NA,acceptable,37.85,156,NA,NA,NA,156,NA
Loxocemus_bicolor,Loxocemus bicolor,Chordata,Reptilia,Squamata,Loxocemidae,Loxocemus,Mexican burrowing python,NA,NA,NA,NA,NA,NA,32.8,393.6,NA,NA,acceptable,NA,393.6,NA,NA,NA,393.6,NOC
Loxodonta_africana,Loxodonta africana,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African bush elephant,3824539.93,NA,960,4977.64,4018,3650,65,780,NA,NA,acceptable,4800000,780,NA,NA,NA,870,ARR
Loxops_coccineus,Loxops coccineus,Chordata,Aves,Passeriformes,Fringillidae,Loxops,Akepa,NA,NA,NA,NA,365,730,10,120,NA,NA,acceptable,10.4,120,NA,NA,NA,120,NA
Lucania_goodei,Lucania goodei,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Lucania,Bluefin killifish,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Lullula_arborea,Lullula arborea,Chordata,Aves,Passeriformes,Alaudidae,Lullula,Wood lark,NA,NA,NA,NA,365,365,6,72,0.572,25.5,acceptable,26.9,72,NA,NA,NA,72,DIU
Luscinia_luscinia,Luscinia luscinia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Thrush nightingale,NA,NA,NA,NA,365,365,8.9,106.8,NA,NA,acceptable,23.8,106.8,NA,NA,NA,106.8,NA
Luscinia_megarhynchos,Luscinia megarhynchos,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Common nightingale,NA,NA,NA,NA,365,365,10.9,130.8,NA,NA,acceptable,19.7,130.8,NA,NA,NA,130.8,DIU
Luscinia_svecica,Luscinia svecica,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Bluethroat,NA,NA,NA,NA,365,365,11.4,136.8,NA,NA,acceptable,17.3,136.8,NA,NA,NA,136.8,DIU
Lutjanus_adetii,Lutjanus adetii,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Hussar,NA,NA,NA,NA,NA,NA,40,480,NA,NA,acceptable,NA,480,NA,NA,NA,480,NA
Lutjanus_analis,Lutjanus analis,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Mutton snapper,NA,NA,NA,NA,2007,NA,29,348,NA,NA,acceptable,8580,348,NA,NA,NA,348,NA
Lutjanus_argentimaculatus,Lutjanus argentimaculatus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Mangrove jack,NA,NA,NA,NA,1825,1460,18,216,NA,NA,acceptable,4785,216,NA,NA,NA,216,NA
Lutjanus_bohar,Lutjanus bohar,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Red bass,NA,NA,NA,NA,NA,NA,13,156,NA,NA,acceptable,6875,156,NA,NA,NA,156,NA
Lutjanus_campechanus,Lutjanus campechanus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Northern red snapper,NA,NA,NA,NA,NA,NA,57,684,NA,NA,acceptable,12540,684,NA,NA,NA,684,NA
Lutjanus_carponotatus,Lutjanus carponotatus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Spanish flag snapper,NA,NA,NA,NA,784,NA,20,240,NA,NA,acceptable,NA,240,NA,NA,NA,240,NA
Lutjanus_erythropterus,Lutjanus erythropterus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Crimson snapper,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,NA,96,NA,NA,NA,96,NA
Lutjanus_fulviflamma,Lutjanus fulviflamma,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Black spot snapper,NA,NA,NA,NA,NA,NA,23,276,NA,NA,acceptable,NA,276,NA,NA,NA,276,NA
Lutjanus_gibbus,Lutjanus gibbus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Humpback red snapper,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,544,216,NA,NA,NA,216,NA
Lutjanus_lutjanus,Lutjanus lutjanus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Bigeye snapper,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,NA,132,NA,NA,NA,132,NA
Lutjanus_malabaricus,Lutjanus malabaricus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Malabar blood snapper,NA,NA,NA,NA,NA,NA,31,372,NA,NA,acceptable,4350.5,372,NA,NA,NA,372,NA
Lutjanus_peru,Lutjanus peru,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Pacific red snapper,NA,NA,NA,NA,NA,NA,7.2,86.4,NA,NA,acceptable,3195.5,86.4,NA,NA,NA,86.4,NA
Lutjanus_purpureus,Lutjanus purpureus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Caribbean red snapper,NA,NA,NA,NA,2008,2008,18,216,NA,NA,acceptable,5500,216,NA,NA,NA,216,NA
Lutjanus_quinquelineatus,Lutjanus quinquelineatus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Blue-banded sea perch,NA,NA,NA,NA,NA,NA,31,372,NA,NA,acceptable,NA,372,NA,NA,NA,372,NA
Lutjanus_sanguineus,Lutjanus sanguineus,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Saddletailed sea perch,NA,NA,NA,NA,1003,1003,13,156,NA,NA,acceptable,12650,156,NA,NA,NA,156,NA
Lutjanus_sebae,Lutjanus sebae,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Emperor snapper,NA,NA,NA,NA,NA,NA,35,420,NA,NA,acceptable,17985,420,NA,NA,NA,420,NA
Lutjanus_synagris,Lutjanus synagris,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lane snapper,NA,NA,NA,NA,730,365,10,120,NA,NA,acceptable,1941.5,120,NA,NA,NA,120,NA
Lutjanus_vitta,Lutjanus vitta,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Blackstriped snapper,NA,NA,NA,NA,NA,NA,12,144,NA,NA,acceptable,NA,144,NA,NA,NA,144,NA
Lutra_lutra,Lutra lutra,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,European otter,8868.69,8900,264,700.76,548,548,18.2,218.4,25.104,10000,acceptable,6750,218.4,NA,NA,NA,241.2,NA
Lutreolina_crassicaudata,Lutreolina crassicaudata,Chordata,Mammalia,Didelphimorphia,Didelphidae,Lutreolina,Lutrine opossum,554.77,812,36,NA,183,183,2.9,34.8,2.265,812,acceptable,370,34.8,NA,NA,NA,35.4,NA
Luxilus_chrysocephalus,Luxilus chrysocephalus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,Striped shiner,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA
Luxilus_coccogenis,Luxilus coccogenis,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,Warpaint shiner,NA,NA,NA,NA,1095,1095,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Luxilus_cornutus,Luxilus cornutus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,Common shiner,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA
Luxilus_zonatus,Luxilus zonatus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Luxilus,Bleeding shiner,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Lycalopex_culpaeus,Lycalopex culpaeus,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Culpeo,8616.24,NA,NA,377.37,365,NA,13.1,157.2,NA,NA,acceptable,13000,157.2,NA,NA,NA,157.2,NA
Lycalopex_griseus,Lycalopex griseus,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Argentinian gray fox,NA,NA,NA,NA,NA,NA,10.9,130.8,NA,NA,acceptable,3990,130.8,NA,NA,NA,130.8,NA
Lycalopex_gymnocercus,Lycalopex gymnocercus,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Pampas fox,4542.67,NA,164.4,NA,304,NA,13.7,164.4,NA,NA,acceptable,8500,164.4,NA,NA,NA,164.4,NA
Lycalopex_sechurae,Lycalopex sechurae,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Sechuran fox,4234,NA,NA,NA,NA,NA,9.9,118.8,NA,NA,acceptable,4000,118.8,NA,NA,NA,118.8,NA
Lycalopex_vetulus,Lycalopex vetulus,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,Hoary fox,4233.47,NA,NA,NA,276,274,12.6,151.2,NA,NA,acceptable,5350,151.2,NA,NA,NA,151.2,NA
Lycaon_pictus,Lycaon pictus,Chordata,Mammalia,Carnivora,Canidae,Lycaon,African wild dog,21999.99,15375,132,817.15,639,639,17,204,33.01,8750,high,26500,204,NA,NA,NA,168,NA
Lyciasalamandra_fazilae,Lyciasalamandra fazilae,Chordata,Amphibia,Caudata,Salamandridae,Lyciasalamandra,Fazila's salamander,NA,NA,NA,NA,1096,1096,10,120,NA,NA,acceptable,NA,NA,NA,NA,NA,120,NA
Lycodes_pacificus,Lycodes pacificus,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycodes,Blackbelly eelpout,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA
Lymnocryptes_minimus,Lymnocryptes minimus,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,Jack snipe,NA,NA,NA,NA,365,365,12.3,147.6,NA,NA,acceptable,50.2,147.6,NA,NA,NA,147.6,NA
Lynx_canadensis,Lynx canadensis,Chordata,Mammalia,Carnivora,Felidae,Lynx,Canada lynx,9682.82,NA,321,672.9,498,573,26.8,321.6,NA,NA,acceptable,10100,321.6,NA,NA,NA,321.3,NA
Lynx_lynx,Lynx lynx,Chordata,Mammalia,Carnivora,Felidae,Lynx,Eurasian lynx,19300,NA,321.6,739.52,639,1004,26,312,NA,NA,acceptable,23000,284.4,NA,NA,NA,316.8,NA
Lynx_rufus,Lynx rufus,Chordata,Mammalia,Carnivora,Felidae,Lynx,Bobcat,6374.47,6200,388,668.22,365,730,32.3,387.6,23.446,9400,acceptable,8600,387.6,NA,NA,NA,387.8,NA
Lyrurus_tetrix,Lyrurus tetrix,Chordata,Aves,Galliformes,Phasianidae,Lyrurus,Eurasian black grouse,NA,NA,NA,NA,365,365,12.2,146.4,NA,NA,acceptable,1079,146.4,NA,NA,NA,146.4,NA
Lythrurus_roseipinnis,Lythrurus roseipinnis,Chordata,Teleostei,Cypriniformes,Leuciscidae,Lythrurus,Cherryfin shiner,NA,NA,NA,NA,NA,NA,1,12,NA,NA,acceptable,NA,12,NA,NA,NA,12,NA
Lythrurus_umbratilis,Lythrurus umbratilis,Chordata,Teleostei,Cypriniformes,Leuciscidae,Lythrurus,Redfin shiner,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Macaca_arctoides,Macaca arctoides,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Stump-tailed macaque,9358.04,NA,360,1570.01,1186,2099,29.2,350.4,NA,NA,acceptable,9275,350.4,7630,NA,100.7,355.2,NA
